sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
2722,well i dont know if i really   try that but i i will tell you that what i noticed is like if i you know when my socks come off i kind of notice that indentation a little bit i mean its not like major right but i uh i mean do you mean i just need to like press and see what happens if it like kind of stays or *****,well i dont know if i really tried that but i i will tell you that what i noticed is like if i you know when my socks come off i kind of notice that indentation a little bit i mean its not like major right but i ** i mean do you mean i just need to like press and see what happens if it like kind of stays or relax,try -> tried,1,uh,1,relax,1,69
2723,so a couple of things i i * think i may have overdone my workouts and now my knees are hurting and theyre clicking a lot and its starting to worry me,so a couple of things i i i think i may have overdone my workouts and now my knees are hurting and theyre clicking a lot and its starting to worry me,,0,,0,i,1,31
2724,you know what just kind of your garden variety stuff right colds and uh i mean i i do have im        far sighted and so i had uh i had lasik surgery,you know **** just kind of your garden variety stuff right colds and uh i mean i i do have im farsighted ******* and so i had uh i had lasik surgery,far -> farsighted,1,what; sighted,2,,0,29
2725,and then once i had this really bad ** uti they thought it was kidney stones and so they had me actually in er,and then once i had this really bad ut   i they thought it was kidney stones and so they had me actually in er,uti -> i,1,,0,ut,1,22
2726,um that was kind of an   awful experience but uh other than that you know im im im pretty good,um that was kind of an awesome experience but uh other than that you know im im im pretty good,awful -> awesome,1,,0,,0,19
2727,uh i take melatonin sometimes you know just for cramps ill take like uh um ibuprofen or actually *** uh ill take what am i taking aleve whatever aleve is,uh i take melatonin sometimes you know just for cramps ill take like uh um ibuprofen or actually ace uh ill take what am i taking aleve whatever aleve is,,0,,0,ace,1,29
2728,um i cant run very far um     any more without just feeling pain in my knees,um i cant run very far um anymore **** without just feeling pain in my knees,any -> anymore,1,more,1,,0,14
2729,well you know i read i read some stuff online that that maybe like my ligaments theres i think its like ** acl or or something like that right and so if that i mean im kind of like freaked out that that may break,well you know i read i read some stuff online that that maybe like my ligaments theres i think its like ac   l or or something like that right and so if that i mean im kind of like freaked out that that may break,acl -> l,1,,0,ac,1,43
2730,that sounds good thank you yeah ****** sure i mean give me the stronger **** medicine ill give that a try,that sounds good thank you yeah please sure i mean give me the stronger meds      and ill give that a try,medicine -> and,1,,0,please; meds,2,18
2731,ok sweet thanks so much ok bye bye,** sweet thanks so much ok bye bye,,0,ok,1,,0,7
2732,hi there its doctor smith from babylon,hi there its doctor smith from     lyn,babylon -> lyn,1,,0,,0,6
2733,how are you doing good thank you can you confirm your name date of birth and your home address please,im *** *** ***** good thank you can you confirm your name date of birth and your home address please,how -> im,1,are; you; doing,3,,0,16
2734,ok and uh sorry,ok and uh    so,sorry -> so,1,,0,,0,3
2735,any any funny lights or anything like that in your vision area any problems when you look into the light,any any funny lights or anything like that in your ****** area any problems when you look into the light,,0,vision,1,,0,19
2736,** are you feeling sick or vomiting or anything,uh are you feeling sick or vomiting or anything,,0,,0,uh,1,8
2737,any high fevers are you feeling shivery sweaty,any high  fever *** you feeling shivery sweaty,fevers -> fever,1,are,1,,0,6
2738,and in the past have you had any  headache before,and in the past have you had any headaches before,headache -> headaches,1,,0,,0,9
2739,ok and have you taken any        pain killers,ok and have you taken any painkillers *******,pain -> painkillers,1,killers,1,,0,6
2740,** and last night did you manage to sleep through the night ok,ok and last night did you manage to sleep through the night ok,,0,,0,ok,1,12
2741,thats fine and any stomach problems or asthma at all,***** **** and any stomach problems or asthma at all,,0,thats; fine,2,,0,8
2742,** and have you had your blood pressure checked,ok and have you had your    bp ******** checked,blood -> bp,1,pressure,1,ok,1,6
2743,no ok um i mean the fact that you havent had headaches before um is is unusual the fact that theyve developed is there anything you thinks changed any increased stress ** change in your diet or lifestyle,no ok um i mean the fact that you havent had headaches before um is is unusual the fact that theyve developed is there anything you thinks changed any increased stress or change in your diet or lifestyle,,0,,0,or,1,37
2744,uh so similar to ibuprofen but taking ** instead of ibuprofen not at the same time and taking that regularly with food,um so similar to ibuprofen but taking it instead of ibuprofen not at the same time and taking that regularly with food,uh -> um,1,,0,it,1,20
2745,try and um take rest have lots of good ********* hydrationum but if the **** pains getting worse or you get new symptoms fever rash vomiting neck stiffness,try and um take rest have lots of good hydration          um but if the pain    is getting worse or you get new symptoms fever rash vomiting neck stiffness,hydrationum -> um; pains -> is,2,,0,hydration; pain,2,24
2746,um or you keep getting episodes of the same type of thing then we need to speak to you and and make a plan for for what we can do next,um or you keep getting episodes of the same type of thing then we need to speak to you and and make a plan for *** what we can do next,,0,for,1,,0,30
2747,well i should think it should ** down if its getting worse or not settling in the next day or two,well i should think it should go down if its getting worse or not settling in the next day or two,,0,,0,go,1,20
2748,then certainly give us a call back if when youve tried the medication that ive prescribed from the pharmacy,then certainly give us a call back if when   you tried the medication that   i prescribed from the pharmacy,youve -> you; ive -> i,2,,0,,0,17
2749,ok can you just tell me ***** whereabouts in your head it is,ok can you just tell me where      abouts in your head it is,whereabouts -> abouts,1,,0,where,1,11
2750,ok ** just on the left side,ok ok just on the left side,,0,,0,ok,1,6
