sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
1632,i was diagnosed with * * ****** b12deficiency anemia which explains why i always felt cold,i was diagnosed with a b twelve    deficiency anemia which explains why i always felt cold,b12deficiency -> deficiency,1,,0,a; b; twelve,3,12
1633,when i was young i had an injury from  sports in my knee,when i was young i had an injury from sportss in my knee,sports -> sportss,1,,0,,0,12
1634,chronic bone disease at the level of the doubles of the lower estremidades,chronic bone disease at the level of the doubles ** *** ***** ************,,0,of; the; lower; estremidades,4,,0,9
1635,i  hve cut my finger because of playing football and i  to apply pain relief cream but it does not help,i have cut my finger because of playing football and i too apply pain relief cream but it does not help,hve -> have; to -> too,2,,0,,0,19
1636,chronic disease of hair follicles and sebaceous glands,chronic disease of hair follicles and ********* ******,,0,sebaceous; glands,2,,0,6
1637,my muscle in my shoulder burns when **** i move my arm,my muscle in my shoulder burns when when i move my arm,,0,,0,when,1,11
1638,my son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected,my son had his lip pierced and it is swollen and the skin inside on his lip is gray and looks infected,grey -> gray,1,,0,,0,21
1639,i feel pain in my right shoulder after the tennis match,i feel pain on my right shoulder after the tennis match,in -> on,1,,0,,0,10
1640,i *** dont know why im constantly sad,i don    t know why im constantly sad,dont -> t,1,,0,don,1,6
1641,when i do  hard exercises i feel great pain in my muscles,when i do heart exercises i feel great pain in my muscles,hard -> heart,1,,0,,0,11
1642,my heart hurts when i exercise,my  head hurts when i exercise,heart -> head,1,,0,,0,5
1643,i walk every day but now i get short of breath after **** going only a short way,i walk every day but now i get short of breath after only going **** a short way,,0,only,1,only,1,16
1644,oh my heart hurts me i tried to be calm and i cant,oh my heart hurts me i   try to be calm and i cant,tried -> try,1,,0,,0,12
1645,* im suffering from * sharp cough accompanied by phlegm,i am suffering from a sharp cough accompanied by phlegm,im -> am,1,,0,i; a,2,7
1646,i **** * ********* ** ** ****** *** ********* * fell a stiffness in my elbows and shoulders,i felt a stiffness in my elbows and shoulders i feel a stiffness in my elbows and shoulders,fell -> feel,1,,0,felt; a; stiffness; in; my; elbows; and; shoulders; i,9,8
1647,my back hurts so much **** i cant bend down to tie my **** shoelaces,my back hurts so much that i cant bend down to tie my shoe     laces,shoelaces -> laces,1,,0,that; shoe,2,12
1648,i complain * alot with my neck pain and i really need to be better,i complain a  lot with my neck pain and i really need to be better,alot -> lot,1,,0,a,1,13
1649,i cut my hand a couple of days ago and although i didnt think  i needed it stitches it hasnt closed up,i cut my hand a couple of days ago and although i didnt think it needed ** stitches it hasnt closed up,i -> it,1,it,1,,0,20
1650,i have a  split on my thumb that will not heal,i have a splint on my thumb that will not heal,split -> splint,1,,0,,0,10
1651,i feel like i went to an  acupunctures practice and had one hundred needles in my shoulder,i feel like i went to an acupuncturist practice and had one hundred needles in my shoulder,acupunctures -> acupuncturist,1,,0,,0,16
1652,my shower drain is full of hair every time,my   show  arin is full of hair every time,shower -> show; drain -> arin,2,,0,,0,7
1653,i feel discomfort throughout the body in general,i feel discomfort    through the body in general,throughout -> through,1,,0,,0,7
1654,i have a break in the skin between my thumb and ** index finger and it will not close,i have a break in the skin between my thumb and my index finger and it will not close,,0,,0,my,1,18
1655,standing less than five minutes and my back start to ache,standing less than five minutes and my back start to    a,ache -> a,1,,0,,0,10
1656,there is a sharp pain in my calve,there is a sharp pain in my   car,calve -> car,1,,0,,0,7
1657,there is pain in my joints i    can not bear pain,there is pain in my joints i cannot *** bear pain,can -> cannot,1,not,1,,0,9
1658,my temperature dropped and my body  get synosed,my temperature dropped and my body gets   sinus,get -> gets; synosed -> sinus,2,,0,,0,6
1659,* im in need for a treatment for my hair fall,i am in need for a treatment for my hair fall,im -> am,1,,0,i,1,9
1660,i get an     ear ache when it is cold,i get an earache **** when it is cold,ear -> earache,1,ache,1,,0,7
1661,it hurts when i bent my arm,it hurts when i bend my arm,bent -> bend,1,,0,,0,6
1662,i have a skin rash after eating an *** icecream,i have a skin rush after eating an ice    cream,rash -> rush; icecream -> cream,2,,0,ice,1,7
1663,my daughter had her ears pierced and one of her ear lobes is bright red and burning hot,my daughter had her ears pierced and one of her ear lobes is bright red and burning out,hot -> out,1,,0,,0,17
1664,a terrible fall in hair,a terrible fall in half,hair -> half,1,,0,,0,4
1665,i think theres something wrong with my wound it does not seem to heal like it should,i think theres something wrong with my ***** it does not seem to heal like it should,,0,wound,1,,0,16
1666,my head hurts and i lose the sensation in my face then lose sight in my eye,my head hurts and i lost the sensation in my face then lost sight in my eye,lose -> lost; lose -> lost,2,,0,,0,15
1667,severe pain in the ear,severe pain in  my ear,the -> my,1,,0,,0,4
1668,my hair is coming out in chunks especially when i wash it,my head is coming out in   junk especially when i wash it,hair -> head; chunks -> junk,2,,0,,0,10
1669,my ear hurts and its worse when i swallow my ear is very painful and tylenol hasnt helped,my ear hurts and its  wall when i swallow my ear is very painful and tylenol hasnt helped,worse -> wall,1,,0,,0,17
1670,i visited many doctors but they cant find the right treatment ** toget my hair back,i visited   my doctors but they cant find the right treatment to   get my hair back,many -> my; toget -> get,2,,0,to,1,13
1671,surgical wounds red firing  pus painful and hot to the touch,surgical     on red firing burs painful and hot to the touch,wounds -> on; pus -> burs,2,,0,,0,9
1672,*  ive been feeling very sad lately,i have been feeling very sad lately,ive -> have,1,,0,i,1,5
1673,i cant  breath because of cough,i cant breathe because of cough,breath -> breathe,1,,0,,0,5
1674,i feel a **** ** boneonbone pain in my knees when i climb stairs,i feel a bone on       bone pain in my knees when i climb stairs,boneonbone -> bone,1,,0,bone; on,2,11
1675,when i walk its hard to  breath,when i walk its hard to breathe,breath -> breathe,1,,0,,0,6
1676,my foot hurts and i cant turn it maybe its broken,my foot hurts and i cant   do it    it  is broken,turn -> do; maybe -> it; its -> is,3,,0,,0,8
1677,my acne is really ************ embarassing its so read,my acne is really embarrassing          it  is so  red,embarassing -> it; its -> is; read -> red,3,,0,embarrassing,1,5
1678,i had a cut that was stitched together but it is not healing it is oozing green puss and burns,i had a cut that was stitched together but it is not healing it is   zing green  pus and burns,oozing -> zing; puss -> pus,2,,0,,0,18
1679,i feel a strange and powerful pain inside my     rib cage,i feel a strange and powerful pain inside my ribcage ****,rib -> ribcage,1,cage,1,,0,9
1680,is pimples a skin disease,is  pimple a skin disease,pimples -> pimple,1,,0,,0,4
1681,my face has broken out   in painful red spots and lumps that no matter how much i clean my face dont seem to be going away,my face has broken out into painful red spots and lumps that no matter how much i clean my face dont seem to be going away,in -> into,1,,0,,0,25
1682,when i stand up too   quick my vision is blurry,when i stand up too quickly my vision is blurry,quick -> quickly,1,,0,,0,9
1683,i feel a **** ** boneonbone pain in my knees when i climb stairs,i feel a bone on       bone pain in my knees when i climb stairs,boneonbone -> bone,1,,0,bone; on,2,11
1684,after a ***** breakup i feel something strange in me,after a break      up i feel something strange in me,breakup -> up,1,,0,break,1,8
1685,i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,im ** struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,i -> im,1,am,1,,0,19
1686,mr hair is falling out just by combing it,my hair is falling out just by combing it,mr -> my,1,,0,,0,8
1687,i think theres something wrong with my wound it   does not seem to heal like it should,i think theres something wrong with my wound it doesnt *** seem to heal like it should,does -> doesnt,1,not,1,,0,15
1688,when i stand up too quickly i feel as though im going to faint,when i stand up too quickly i feel as though im gonna ** faint,going -> gonna,1,to,1,,0,12
1689,i feel like i just cant cope anymore i feel overwhelmed and like i just cant  get a break,i feel like i just cant cope anymore i feel overwhelmed and like i just cant take a break,get -> take,1,,0,,0,18
1690,ive got a hard time to  breath am i having a heart attack,ive got a hard time to breathe am i having a heart attack,breath -> breathe,1,,0,,0,12
1691,**       i feel pain  when parting loved   ones,my muscles   in   my lower    back   are aching,i -> muscles; feel -> in; pain -> my; when -> lower; parting -> back; loved -> are; ones -> aching,7,,0,my,1,0
1692,i **** ** **** **** **** feel dizzy   after severe diarrhea,i used to have acne when    i   was fifteen  years      old,feel -> i; dizzy -> was; after -> fifteen; severe -> years; diarrhea -> old,5,,0,used; to; have; acne; when,5,1
1693,i read a book for along time and when i finished reading i feel head ache,i lose a  lot  of    my hair *** **** * ******** ******* * **** **** ****,read -> lose; book -> lot; for -> of; along -> my; time -> hair,5,and; when; i; finished; reading; i; feel; head; ache,9,,0,2
1694,i have pain but i cant specify place,i have pain but i cant specify *****,,0,place,1,,0,7
1695,* feel  like something     is    being jabbed into my joints,i feel dizzy     after severe diarrhea ****** **** ** ******,like -> dizzy; something -> after; is -> severe; being -> diarrhea,4,jabbed; into; my; joints,4,i,1,1
1696,i feel  that     its hard    to breath for me specially after running or making any effort,i cant sleep because   of cough ****** *** ** ********* ***** ******* ** ****** *** ******,feel -> cant; that -> sleep; its -> because; hard -> of; to -> cough,5,breath; for; me; specially; after; running; or; making; any; effort,10,,0,1
1697,laceration rupture or opening in the skin,i    hate my    acne ** *** ****,laceration -> i; rupture -> hate; or -> my; opening -> acne,4,in; the; skin,3,,0,0
1698,i     love to walk and         be outside but the bottoms of my feet get sore so quickly,redness swelling ** **** and difficulty walking *** *** ******* ** ** **** *** **** ** *******,i -> redness; love -> swelling; be -> difficulty; outside -> walking,4,to; walk; but; the; bottoms; of; my; feet; get; sore; so; quickly,12,,0,1
1699,there   is a sharp pain in my   bicep i have tried to apply pain relief cream but it does not help,i feel a sharp pain in my stomach * **** ***** ** ***** **** ****** ***** *** ** **** *** ****,there -> i; is -> feel; bicep -> stomach,3,i; have; tried; to; apply; pain; relief; cream; but; it; does; not; help,13,,0,5
